,Corporate_Bonds,Gold,SP500
2009-12-13 00:00:00+00:00,16040.427192687988,11790.264245033264,29455.034839630127
2009-12-20 00:00:00+00:00,16095.013580322266,11831.759739875793,29540.726818084717
2009-12-27 00:00:00+00:00,16149.00284576416,11873.958764076233,29628.183795928955
2010-01-03 00:00:00+00:00,16203.119487762451,11915.483819007874,29714.832134246826
2010-01-10 00:00:00+00:00,16257.449619293213,11960.270855903625,29803.91417312622
2010-01-17 00:00:00+00:00,16312.0482711792,12002.883240699768,29892.273097991943
2010-01-24 00:00:00+00:00,16366.791534423828,12042.233647346497,29977.187519073486
2010-01-31 00:00:00+00:00,16421.603649139404,12078.825299263,30060.68687057495
2010-02-07 00:00:00+00:00,16476.573261260986,12116.935616493225,30143.61862564087
2010-02-14 00:00:00+00:00,16531.301124572754,12156.420823097229,30227.623363494873
2010-02-21 00:00:00+00:00,16585.897720336914,12196.472157478333,30314.038471221924
2010-02-28 00:00:00+00:00,16640.888061523438,12235.912426948547,30400.142543792725
2010-03-07 00:00:00+00:00,16695.943508148193,12277.635186195374,30488.975749969482
2010-03-14 00:00:00+00:00,16750.91582107544,12318.06394290924,30578.74979019165
2010-03-21 00:00:00+00:00,16806.01979446411,12358.78025150299,30669.291690826416
2010-03-28 00:00:00+00:00,16860.846641540527,12398.058770179749,30760.309841156006
2010-04-04 00:00:00+00:00,16915.697677612305,12439.754570960999,30852.280513763428
2010-04-11 00:00:00+00:00,16970.555656433105,12483.499207496643,30945.617458343506
2010-04-18 00:00:00+00:00,17025.740280151367,12525.419659614563,31038.806072235107
2010-04-25 00:00:00+00:00,17080.87621307373,12568.741955757141,31133.907466888428
2010-05-02 00:00:00+00:00,17136.33183670044,12614.131066322327,31226.666667938232
2010-05-09 00:00:00+00:00,17192.0223236084,12658.280091285706,31313.53130722046
2010-05-16 00:00:00+00:00,17247.866172790527,12706.041550636292,31402.449298858643
2010-05-23 00:00:00+00:00,17304.114292144775,12748.4652261734,31487.635372161865
2010-05-30 00:00:00+00:00,17360.195110321045,12793.270234107971,31573.024417877197
2010-06-06 00:00:00+00:00,17416.362617492676,12837.131699562073,31656.422603607178
2010-06-13 00:00:00+00:00,17472.54412460327,12882.772419929504,31742.053691864014
2010-06-20 00:00:00+00:00,17528.907398223877,12931.351616859436,31829.700313568115
2010-06-27 00:00:00+00:00,17585.55030822754,12979.769066810608,31914.318950653076
2010-07-04 00:00:00+00:00,17642.437187194824,13024.322464942932,31994.48978805542
2010-07-11 00:00:00+00:00,17699.2890625,13069.68460559845,32079.179042816162
2010-07-18 00:00:00+00:00,17756.456439971924,13113.303441047668,32162.848476409912
2010-07-25 00:00:00+00:00,17813.595767974854,13157.524346351624,32249.45961380005
2010-08-01 00:00:00+00:00,17870.980434417725,13200.855618476868,32335.96091079712
2010-08-08 00:00:00+00:00,17928.65476989746,13245.939198493958,32424.125247955322
2010-08-15 00:00:00+00:00,17986.476779937744,13290.63637638092,32509.08904647827
2010-08-22 00:00:00+00:00,18044.45347595215,13336.717419624329,32593.44094467163
2010-08-29 00:00:00+00:00,18102.37392807007,13384.64961719513,32677.267276763916
2010-09-05 00:00:00+00:00,18160.24824142456,13432.896321296692,32764.254932403564
2010-09-12 00:00:00+00:00,18217.918102264404,13480.558926582336,32851.70541763306
2010-09-19 00:00:00+00:00,18275.728996276855,13529.785126686096,32940.42064285278
2010-09-26 00:00:00+00:00,18333.72319793701,13579.81109714508,33030.97339248657
2010-10-03 00:00:00+00:00,18391.952014923096,13630.67278766632,33121.36054611206
2010-10-10 00:00:00+00:00,18450.50601196289,13682.163502693176,33213.26979446411
2010-10-17 00:00:00+00:00,18508.7135887146,13733.753064155579,33306.093883514404
2010-10-24 00:00:00+00:00,18567.119144439697,13783.078110694885,33399.43058395386
2010-10-31 00:00:00+00:00,18625.581241607666,13834.56882572174,33492.87769699097
2010-11-07 00:00:00+00:00,18684.141185760498,13886.059540748596,33589.66077041626
2010-11-14 00:00:00+00:00,18742.155269622803,13937.550255775452,33684.45646286011
2010-11-21 00:00:00+00:00,18800.112674713135,13989.040970802307,33779.32314682007
2010-11-28 00:00:00+00:00,18858.112602233887,14040.531685829163,33873.014751434326
2010-12-05 00:00:00+00:00,18915.86362838745,14092.022400856018,33969.93193435669
2010-12-12 00:00:00+00:00,18972.95358657837,14143.513115882874,34068.103076934814
2010-12-19 00:00:00+00:00,19030.128818511963,14195.003830909729,34166.64779281616
2010-12-26 00:00:00+00:00,19087.275661468506,14246.494545936584,34266.22313308716
2011-01-02 00:00:00+00:00,19144.74680328369,14297.98526096344,34365.917377471924
2011-01-09 00:00:00+00:00,19202.167854309082,14349.316731452942,34466.71362686157
2011-01-16 00:00:00+00:00,19259.674827575684,14398.965504646301,34569.22231674194
2011-01-23 00:00:00+00:00,19317.095878601074,14447.763871192932,34670.993686676025
2011-01-30 00:00:00+00:00,19374.695957183838,14496.797463417053,34772.2497215271
2011-02-06 00:00:00+00:00,19431.653594970703,14547.558995246887,34876.22507095337
2011-02-13 00:00:00+00:00,19488.589698791504,14597.976742744446,34981.75433731079
2011-02-20 00:00:00+00:00,19545.777095794678,14648.394490242004,35088.40935897827
2011-02-27 00:00:00+00:00,19603.388103485107,14698.812237739563,35193.320209503174
2011-03-06 00:00:00+00:00,19660.8995552063,14749.229985237122,35298.34209060669
2011-03-13 00:00:00+00:00,19718.72776031494,14799.64773273468,35402.07169723511
2011-03-20 00:00:00+00:00,19776.82953262329,14850.906830787659,35503.79948806763
2011-03-27 00:00:00+00:00,19834.549781799316,14902.165928840637,35608.34594345093
2011-04-03 00:00:00+00:00,19892.225582122803,14953.425026893616,35714.36548233032
2011-04-10 00:00:00+00:00,19949.70644378662,15004.684124946594,35820.15411758423
2011-04-17 00:00:00+00:00,20007.656566619873,15055.943222999573,35925.28981399536
2011-04-24 00:00:00+00:00,20065.729427337646,15107.202321052551,36031.81095504761
2011-05-01 00:00:00+00:00,20124.17771911621,15158.46141910553,36140.44215011597
2011-05-08 00:00:00+00:00,20182.953956604004,15209.204854011536,36247.29775619507
2011-05-15 00:00:00+00:00,20241.730194091797,15258.247483253479,36354.02596664429
2011-05-22 00:00:00+00:00,20300.600513458252,15308.692368507385,36460.41177749634
2011-05-29 00:00:00+00:00,20359.666290283203,15359.137253761292,36566.71794509888
2011-06-05 00:00:00+00:00,20418.952571868896,15410.242558479309,36670.563762664795
2011-06-12 00:00:00+00:00,20478.32595062256,15458.552399635315,36772.16415786743
2011-06-19 00:00:00+00:00,20537.728370666504,15505.568558692932,36873.828174591064
2011-06-26 00:00:00+00:00,20597.290519714355,15553.136570930481,36975.30013656616
2011-07-03 00:00:00+00:00,20656.23349761963,15601.7540102005,37082.46145248413
2011-07-10 00:00:00+00:00,20715.59139251709,15652.678387641907,37190.00684738159
2011-07-17 00:00:00+00:00,20775.145782470703,15703.602765083313,37295.38372421265
2011-07-24 00:00:00+00:00,20834.714725494385,15754.52714252472,37403.07316207886
2011-07-31 00:00:00+00:00,20894.589401245117,15805.994317054749,37506.56161117554
2011-08-07 00:00:00+00:00,20954.924587249756,15856.131604194641,37602.648319244385
2011-08-14 00:00:00+00:00,21015.843658447266,15906.268891334534,37697.16661453247
2011-08-21 00:00:00+00:00,21077.142234802246,15956.406178474426,37787.29989242554
2011-08-28 00:00:00+00:00,21138.01020050049,16006.543465614319,37881.69817733765
2011-09-04 00:00:00+00:00,21199.30469894409,16056.680752754211,37976.00043106079
2011-09-11 00:00:00+00:00,21260.679721832275,16106.818039894104,38068.75829696655
2011-09-18 00:00:00+00:00,21321.79863357544,16156.955327033997,38166.50031661987
2011-09-25 00:00:00+00:00,21383.29808807373,16207.98825931549,38257.823802948
2011-10-02 00:00:00+00:00,21444.570682525635,16257.917477607727,38348.83358383179
2011-10-09 00:00:00+00:00,21505.51610183716,16307.566250801086,38441.902462005615
2011-10-16 00:00:00+00:00,21566.29278564453,16357.215023994446,38540.48903274536
2011-10-23 00:00:00+00:00,21627.25290298462,16406.04958820343,38640.201641082764
2011-10-30 00:00:00+00:00,21688.323040008545,16454.884152412415,38743.63833236694
2011-11-06 00:00:00+00:00,21750.017555236816,16503.7187166214,38844.56550216675
2011-11-13 00:00:00+00:00,21811.49143218994,16552.553280830383,38946.44179916382
2011-11-20 00:00:00+00:00,21872.987419128418,16604.174256324768,39044.553829193115
2011-11-27 00:00:00+00:00,21934.512828826904,16653.741604804993,39138.129428863525
2011-12-04 00:00:00+00:00,21995.99676132202,16703.308953285217,39238.557918548584
2011-12-11 00:00:00+00:00,22057.48069381714,16752.876301765442,39339.94356918335
2011-12-18 00:00:00+00:00,22119.44382095337,16800.534779548645,39438.36214065552
2011-12-25 00:00:00+00:00,22181.286571502686,16848.429879188538,39540.66598892212
2012-01-01 00:00:00+00:00,22243.31495285034,16895.09107685089,39642.24945449829
2012-01-08 00:00:00+00:00,22305.194828033447,16943.494248390198,39745.62173080444
2012-01-15 00:00:00+00:00,22367.34200668335,16992.53251361847,39849.90868759155
2012-01-22 00:00:00+00:00,22429.24420928955,17039.874173164368,39956.712940216064
2012-01-29 00:00:00+00:00,22491.539909362793,17087.215832710266,40063.412006378174
2012-02-05 00:00:00+00:00,22553.91265487671,17138.422490119934,40172.31267929077
2012-02-12 00:00:00+00:00,22616.211017608643,17187.859959602356,40281.06767654419
2012-02-19 00:00:00+00:00,22678.367973327637,17236.98895740509,40391.48201370239
2012-02-26 00:00:00+00:00,22740.770500183105,17288.213757514954,40502.31721878052
2012-03-04 00:00:00+00:00,22803.24384689331,17337.923405647278,40613.46004867554
2012-03-11 00:00:00+00:00,22865.55304336548,17386.22678089142,40724.813343048096
2012-03-18 00:00:00+00:00,22927.362377166748,17431.527062416077,40838.87405014038
2012-03-25 00:00:00+00:00,22989.403022766113,17476.67311191559,40952.40633010864
2012-04-01 00:00:00+00:00,23051.53318786621,17521.619561195374,41066.88165664673
2012-04-08 00:00:00+00:00,23113.72023010254,17563.535710334778,41180.527713775635
2012-04-15 00:00:00+00:00,23176.378898620605,17606.63131427765,41292.01940536499
2012-04-22 00:00:00+00:00,23239.052490234375,17648.47488117218,41404.16957473755
2012-04-29 00:00:00+00:00,23301.830879211426,17690.935391426086,41518.30345535278
2012-05-06 00:00:00+00:00,23364.80419921875,17730.900895118713,41629.68132400513
2012-05-13 00:00:00+00:00,23427.785026550293,17769.387539863586,41739.92917251587
2012-05-20 00:00:00+00:00,23490.8709564209,17807.14836215973,41845.40482711792
2012-05-27 00:00:00+00:00,23553.911838531494,17847.89412021637,41952.799114227295
2012-06-03 00:00:00+00:00,23617.53538131714,17890.155034065247,42056.990268707275
2012-06-10 00:00:00+00:00,23680.813079833984,17932.189129829407,42165.197536468506
2012-06-17 00:00:00+00:00,23744.28624343872,17974.758511543274,42274.81535720825
2012-06-24 00:00:00+00:00,23807.54132461548,18015.204869270325,42383.877490997314
2012-07-01 00:00:00+00:00,23870.984371185303,18055.823605537415,42495.09698867798
2012-07-08 00:00:00+00:00,23934.71152496338,18096.133870124817,42605.818004608154
2012-07-15 00:00:00+00:00,23998.657188415527,18134.520718574524,42716.75150680542
2012-07-22 00:00:00+00:00,24062.8289642334,18172.372265815735,42828.27336502075
2012-07-29 00:00:00+00:00,24126.865089416504,18211.503079414368,42941.60122299194
2012-08-05 00:00:00+00:00,24190.898544311523,18250.388920783997,43055.47665023804
2012-08-12 00:00:00+00:00,24254.84889984131,18291.08025074005,43170.569637298584
2012-08-19 00:00:00+00:00,24318.45944595337,18332.21613407135,43286.75764846802
2012-08-26 00:00:00+00:00,24382.44006729126,18375.375248908997,43402.39812850952
2012-09-02 00:00:00+00:00,24446.768062591553,18418.87005329132,43517.752628326416
2012-09-09 00:00:00+00:00,24510.90231704712,18464.6511926651,43635.697620391846
2012-09-16 00:00:00+00:00,24574.688411712646,18513.51706790924,43756.020626068115
2012-09-23 00:00:00+00:00,24638.807529449463,18563.24485874176,43875.860385894775
2012-09-30 00:00:00+00:00,24703.25207901001,18611.956498146057,43994.13921737671
2012-10-07 00:00:00+00:00,24767.547954559326,18660.63185596466,44114.20074081421
2012-10-14 00:00:00+00:00,24832.010654449463,18707.50172519684,44231.59231185913
2012-10-21 00:00:00+00:00,24896.230632781982,18754.43510532379,44349.39462661743
2012-10-28 00:00:00+00:00,24960.503749847412,18800.923924446106,44465.52099227905
2012-11-04 00:00:00+00:00,25024.807216644287,18846.069973945618,44581.819896698
2012-11-11 00:00:00+00:00,25089.194133758545,18892.041642189026,44695.325496673584
2012-11-18 00:00:00+00:00,25153.61896133423,18934.20275592804,44807.36052322388
2012-11-25 00:00:00+00:00,25217.89207839966,18978.42338657379,44923.4868888855
2012-12-02 00:00:00+00:00,25282.30930709839,19021.564358711243,45040.270488739014
2012-12-09 00:00:00+00:00,25346.754627227783,19063.23553943634,45157.26768875122
2012-12-16 00:00:00+00:00,25410.994762420654,19105.40572452545,45274.01022720337
2012-12-23 00:00:00+00:00,25475.21973800659,19146.3964471817,45392.1516456604
2012-12-30 00:00:00+00:00,25539.133167266846,19187.58150577545,45508.00945663452
2013-01-06 00:00:00+00:00,25602.79578781128,19229.13322544098,45629.11283493042
2013-01-13 00:00:00+00:00,25666.496406555176,19270.749108314514,45750.79542160034
2013-01-20 00:00:00+00:00,25730.265426635742,19312.099164009094,45873.520473480225
2013-01-27 00:00:00+00:00,25793.776134490967,19350.525101661682,45997.8341255188
2013-02-03 00:00:00+00:00,25857.009857177734,19389.226033210754,46122.966930389404
2013-02-10 00:00:00+00:00,25920.502487182617,19428.018635749817,46248.56303024292
2013-02-17 00:00:00+00:00,25983.88850402832,19464.583775520325,46374.415599823
2013-02-24 00:00:00+00:00,26047.38872909546,19499.352288246155,46500.086139678955
2013-03-03 00:00:00+00:00,26111.17531967163,19533.36914920807,46625.93870925903
2013-03-10 00:00:00+00:00,26174.534706115723,19567.386010169983,46754.54639053345
2013-03-17 00:00:00+00:00,26238.00853729248,19601.613698005676,46884.05025100708
2013-03-24 00:00:00+00:00,26301.657791137695,19636.593041419983,47013.362995147705
2013-03-31 00:00:00+00:00,26365.45956802368,19671.288224220276,47143.56492996216
2013-04-07 00:00:00+00:00,26429.725337982178,19703.42595386505,47272.5119972229
2013-04-14 00:00:00+00:00,26493.95286178589,19732.96040058136,47404.484104156494
2013-04-21 00:00:00+00:00,26558.249309539795,19759.167407035828,47533.69704055786
2013-04-28 00:00:00+00:00,26622.645252227783,19786.17189693451,47665.20375442505
2013-05-05 00:00:00+00:00,26686.91222000122,19813.387217521667,47799.3116645813
2013-05-12 00:00:00+00:00,26750.91070175171,19840.71253490448,47935.11497879028
2013-05-19 00:00:00+00:00,26814.748119354248,19864.89374256134,48073.851917266846
2013-05-26 00:00:00+00:00,26878.41679763794,19890.10159778595,48211.234241485596
2013-06-02 00:00:00+00:00,26941.62518310547,19917.142756462097,48347.07074356079
2013-06-09 00:00:00+00:00,27004.65292739868,19943.716420173645,48484.02920913696
2013-06-16 00:00:00+00:00,27067.772914886475,19969.49260044098,48619.64137649536
2013-06-23 00:00:00+00:00,27129.60163116455,19992.317172050476,48752.53737258911
2013-06-30 00:00:00+00:00,27191.76847076416,20014.76591205597,48886.561222076416
2013-07-07 00:00:00+00:00,27253.316886901855,20036.233841896057,49022.75726699829
2013-07-14 00:00:00+00:00,27315.38902282715,20058.572587013245,49162.70450210571
2013-07-21 00:00:00+00:00,27377.923305511475,20082.27714252472,49304.038593292236
2013-07-28 00:00:00+00:00,27440.303562164307,20107.55833530426,49445.32249832153
2013-08-04 00:00:00+00:00,27502.603466033936,20131.01539325714,49588.14371109009
2013-08-11 00:00:00+00:00,27565.088653564453,20155.279101371765,49729.59479141235
2013-08-18 00:00:00+00:00,27626.825134277344,20182.586087226868,49868.13844680786
2013-08-25 00:00:00+00:00,27688.561614990234,20210.213896751404,50007.34210586548
2013-09-01 00:00:00+00:00,27750.429344177246,20235.99923992157,50144.06451797485
2013-09-08 00:00:00+00:00,27811.88786315918,20261.67459011078,50282.78364944458
2013-09-15 00:00:00+00:00,27873.62488937378,20285.16831302643,50424.25142288208
2013-09-22 00:00:00+00:00,27935.911052703857,20308.78120326996,50567.575717926025
2013-09-29 00:00:00+00:00,27998.42921066284,20331.85327243805,50709.38045120239
2013-10-06 00:00:00+00:00,28060.941082000732,20354.027024269104,50851.16839981079
2013-10-13 00:00:00+00:00,28123.47621154785,20375.155793190002,50994.106464385986
2013-10-20 00:00:00+00:00,28186.422157287598,20397.50370311737,51140.51181411743
2013-10-27 00:00:00+00:00,28249.592891693115,20421.629914283752,51288.22679519653
2013-11-03 00:00:00+00:00,28312.515979766846,20443.702830314636,51436.16008377075
2013-11-10 00:00:00+00:00,28375.112789154053,20465.959078788757,51585.0000038147
2013-11-17 00:00:00+00:00,28437.9970703125,20488.07782649994,51736.157093048096
2013-11-24 00:00:00+00:00,28500.842498779297,20508.473273277283,51887.952198028564
2013-12-01 00:00:00+00:00,28563.750091552734,20528.896222114563,52039.9068031311
2013-12-08 00:00:00+00:00,28626.373538970947,20547.834197044373,52191.811084747314
2013-12-15 00:00:00+00:00,28688.989192962646,20567.18466281891,52341.33945083618
2013-12-22 00:00:00+00:00,28751.72156906128,20586.003474235535,52494.591693878174
2013-12-29 00:00:00+00:00,28814.15041732788,20605.665194511414,52649.77695083618
2014-01-05 00:00:00+00:00,28876.7198638916,20625.86356639862,52804.151874542236
2014-01-12 00:00:00+00:00,28939.640701293945,20646.228484153748,52959.581897735596
2014-01-19 00:00:00+00:00,29002.725521087646,20667.814742088318,53114.589878082275
2014-01-26 00:00:00+00:00,29066.036743164062,20689.715586662292,53265.58847427368
2014-02-02 00:00:00+00:00,29129.511993408203,20711.44063282013,53415.9877204895
2014-02-09 00:00:00+00:00,29193.01145172119,20733.56353855133,53567.65311050415
2014-02-16 00:00:00+00:00,29256.44051361084,20757.944073677063,53722.9818611145
2014-02-23 00:00:00+00:00,29319.939971923828,20782.491154670715,53878.200870513916
2014-03-02 00:00:00+00:00,29383.713317871094,20806.436816215515,54035.44565200806
2014-03-09 00:00:00+00:00,29447.143196105957,20830.660054206848,54194.35329055786
2014-03-16 00:00:00+00:00,29510.88676071167,20856.31744480133,54350.222217559814
2014-03-23 00:00:00+00:00,29574.442134857178,20879.93001461029,54508.084674835205
2014-03-30 00:00:00+00:00,29638.107299804688,20902.228720664978,54665.34520339966
2014-04-06 00:00:00+00:00,29701.819610595703,20924.67546749115,54823.37727737427
2014-04-13 00:00:00+00:00,29765.917022705078,20947.085202217102,54977.26352310181
2014-04-20 00:00:00+00:00,29829.833671569824,20968.893523216248,55135.28709793091
2014-04-27 00:00:00+00:00,29893.907516479492,20991.525319099426,55293.22587966919
2014-05-04 00:00:00+00:00,29958.310424804688,21014.027579307556,55452.6653175354
2014-05-11 00:00:00+00:00,30022.68968963623,21035.98393726349,55612.01996231079
2014-05-18 00:00:00+00:00,30087.407684326172,21057.65346622467,55771.45097732544
2014-05-25 00:00:00+00:00,30152.102012634277,21079.221217155457,55932.831897735596
2014-06-01 00:00:00+00:00,30216.953903198242,21100.039509773254,56096.188175201416
2014-06-08 00:00:00+00:00,30281.560302734375,21120.98733997345,56261.83360671997
2014-06-15 00:00:00+00:00,30346.158805847168,21143.295298576355,56426.41925430298
2014-06-22 00:00:00+00:00,30410.741500854492,21167.185444831848,56593.33545303345
2014-06-29 00:00:00+00:00,30475.59260559082,21191.223629951477,56760.149448394775
2014-07-06 00:00:00+00:00,30540.120849609375,21215.742955207825,56928.99084854126
2014-07-13 00:00:00+00:00,30605.020866394043,21241.02099132538,57096.47778701782
2014-07-20 00:00:00+00:00,30669.976249694824,21265.94742679596,57264.90185928345
2014-07-27 00:00:00+00:00,30734.979110717773,21290.762833595276,57433.33446121216
2014-08-03 00:00:00+00:00,30799.92071533203,21315.00458049774,57597.320178985596
2014-08-10 00:00:00+00:00,30865.028800964355,21339.78297519684,57761.93632888794
2014-08-17 00:00:00+00:00,30930.414375305176,21364.598381996155,57928.66510391235
2014-08-24 00:00:00+00:00,30995.63339996338,21388.747601509094,58098.34993362427
2014-08-31 00:00:00+00:00,31061.098205566406,21413.442721366882,58269.32959365845
2014-09-07 00:00:00+00:00,31126.315963745117,21436.638926506042,58440.64999771118
2014-09-14 00:00:00+00:00,31191.104705810547,21458.73407459259,58610.28363418579
2014-09-21 00:00:00+00:00,31255.964950561523,21479.70041179657,58782.05397415161
2014-09-28 00:00:00+00:00,31320.99200439453,21500.037568092346,58951.4278755188
2014-10-05 00:00:00+00:00,31386.274505615234,21519.125626564026,59119.62071609497
2014-10-12 00:00:00+00:00,31452.002754211426,21538.34322452545,59282.695514678955
2014-10-19 00:00:00+00:00,31518.001655578613,21557.486802101135,59443.99867630005
2014-10-26 00:00:00+00:00,31583.801567077637,21576.42682170868,59612.11452102661
2014-11-02 00:00:00+00:00,31649.362617492676,21592.35050392151,59784.7064704895
2014-11-09 00:00:00+00:00,31715.02980041504,21609.597303390503,59958.73625564575
2014-11-16 00:00:00+00:00,31780.649124145508,21627.195699691772,60133.536319732666
2014-11-23 00:00:00+00:00,31846.419982910156,21645.58981704712,60310.42461013794
2014-11-30 00:00:00+00:00,31912.525924682617,21662.577543258667,60487.757999420166
2014-12-07 00:00:00+00:00,31978.292892456055,21679.926122665405,60665.77605056763
2014-12-14 00:00:00+00:00,32044.55549621582,21697.18217277527,60837.709003448486
2014-12-21 00:00:00+00:00,32110.730186462402,21714.327194213867,61015.435901641846
2014-12-28 00:00:00+00:00,32176.664916992188,21731.31481742859,61194.815158843994
2015-01-04 00:00:00+00:00,32243.033248901367,21748.95437812805,61371.604053497314
2015-01-11 00:00:00+00:00,32309.835220336914,21768.24241065979,61547.377475738525
2015-01-18 00:00:00+00:00,32377.038688659668,21788.880884170532,61720.89616775513
2015-01-25 00:00:00+00:00,32444.2742767334,21809.12819290161,61897.28918838501
2015-02-01 00:00:00+00:00,32512.00772857666,21829.887741088867,62068.93179702759
2015-02-08 00:00:00+00:00,32578.89633178711,21849.753202438354,62245.82396316528
2015-02-15 00:00:00+00:00,32645.519401550293,21869.553470611572,62426.35637283325
2015-02-22 00:00:00+00:00,32712.021728515625,21888.599353790283,62608.145221710205
2015-03-01 00:00:00+00:00,32778.87007904053,21908.418251037598,62789.434940338135
2015-03-08 00:00:00+00:00,32845.07508850098,21925.72252845764,62968.00522232056
2015-03-15 00:00:00+00:00,32911.675132751465,21942.551824569702,63145.13833999634
2015-03-22 00:00:00+00:00,32978.84755706787,21960.554609298706,63327.02122879028
2015-03-29 00:00:00+00:00,33045.90715789795,21978.101037979126,63504.867237091064
2015-04-05 00:00:00+00:00,33113.29847717285,21995.78716659546,63683.31834793091
2015-04-12 00:00:00+00:00,33180.560470581055,22013.901712417603,63864.88132095337
2015-04-19 00:00:00+00:00,33248.121505737305,22032.2677192688,64044.6376991272
2015-04-26 00:00:00+00:00,33315.51282501221,22050.298442840576,64227.59242630005
2015-05-03 00:00:00+00:00,33382.30500793457,22069.1766872406,64409.74324417114
2015-05-10 00:00:00+00:00,33449.02431488037,22087.7755279541,64592.67203140259
2015-05-17 00:00:00+00:00,33515.67887878418,22107.072872161865,64776.30972671509
2015-05-24 00:00:00+00:00,33582.11484527588,22125.54132461548,64960.42280960083
2015-05-31 00:00:00+00:00,33648.777488708496,22143.776943206787,65142.93667984009
2015-06-07 00:00:00+00:00,33714.6418762207,22161.314054489136,65324.266315460205
2015-06-14 00:00:00+00:00,33780.51435852051,22178.590393066406,65505.803409576416
2015-06-21 00:00:00+00:00,33846.72756195068,22195.950551986694,65688.91843032837
2015-06-28 00:00:00+00:00,33912.381019592285,22212.798475265503,65871.17352676392
2015-07-05 00:00:00+00:00,33978.304626464844,22229.2179813385,66051.24838638306
2015-07-12 00:00:00+00:00,34044.17943572998,22244.81790828705,66231.47092056274
2015-07-19 00:00:00+00:00,34110.21681976318,22259.179156303406,66416.03651809692
2015-07-26 00:00:00+00:00,34176.50624084473,22272.292410850525,66596.71069717407
2015-08-02 00:00:00+00:00,34243.00696563721,22285.098321914673,66779.55646133423
2015-08-09 00:00:00+00:00,34309.50690460205,22297.578265190125,66960.1872291565
2015-08-16 00:00:00+00:00,34375.93354034424,22311.07336616516,67142.0948677063
2015-08-23 00:00:00+00:00,34442.75930023193,22325.406672477722,67313.9351234436
2015-08-30 00:00:00+00:00,34509.18593597412,22338.678254127502,67487.0348701477
2015-09-06 00:00:00+00:00,34575.84784698486,22351.148882865906,67654.32356643677
2015-09-13 00:00:00+00:00,34642.33018493652,22363.4518699646,67825.21704483032
2015-09-20 00:00:00+00:00,34709.07371520996,22376.93765926361,67995.8726234436
2015-09-27 00:00:00+00:00,34775.59680175781,22389.957777023315,68164.25799942017
2015-10-04 00:00:00+00:00,34842.7604598999,22403.452877998352,68334.52061843872
2015-10-11 00:00:00+00:00,34909.637840270996,22418.596450805664,68510.31023025513
2015-10-18 00:00:00+00:00,34976.76058959961,22433.861097335815,68687.79373550415
2015-10-25 00:00:00+00:00,35043.84241485596,22449.246821403503,68868.97931289673
2015-11-01 00:00:00+00:00,35110.73614501953,22463.1796541214,69050.53160476685
2015-11-08 00:00:00+00:00,35177.038970947266,22475.71547794342,69233.92631912231
2015-11-15 00:00:00+00:00,35243.49751281738,22488.40031528473,69410.77243423462
2015-11-22 00:00:00+00:00,35310.07080078125,22500.88025856018,69593.52972793579
2015-11-29 00:00:00+00:00,35376.7342376709,22513.406768798828,69776.5052986145
2015-12-06 00:00:00+00:00,35443.2802734375,22527.21852493286,69959.53326797485
2015-12-13 00:00:00+00:00,35510.10555267334,22540.61118030548,70135.80311965942
2015-12-20 00:00:00+00:00,35576.758361816406,22553.314643859863,70311.48834609985
2015-12-27 00:00:00+00:00,35643.30457305908,22566.71884536743,70492.14493179321
2016-01-03 00:00:00+00:00,35709.817863464355,22579.606417655945,70671.21175003052
2016-01-10 00:00:00+00:00,35776.767669677734,22593.245453834534,70839.78239822388
2016-01-17 00:00:00+00:00,35843.808013916016,22605.541249275208,71004.74304580688
2016-01-24 00:00:00+00:00,35910.774269104004,22617.78068637848,71172.08404922485
2016-01-31 00:00:00+00:00,35978.08645629883,22631.128529548645,71342.23573684692
2016-02-07 00:00:00+00:00,36045.52571105957,22647.144061088562,71507.31940078735
2016-02-14 00:00:00+00:00,36113.204330444336,22664.840991020203,71671.24362564087
2016-02-21 00:00:00+00:00,36180.907707214355,22682.105830192566,71839.88457107544
2016-02-28 00:00:00+00:00,36248.751403808594,22699.661858558655,72011.23958206177
2016-03-06 00:00:00+00:00,36316.367584228516,22718.17599964142,72187.2848701477
2016-03-13 00:00:00+00:00,36383.95066833496,22736.943760871887,72365.37669754028
2016-03-20 00:00:00+00:00,36452.08785247803,22756.30329990387,72545.81735610962
2016-03-27 00:00:00+00:00,36520.15059661865,22774.58261203766,72725.14557266235
2016-04-03 00:00:00+00:00,36588.712242126465,22793.481881141663,72907.82870864868
2016-04-10 00:00:00+00:00,36657.53074645996,22813.621062278748,73088.37530899048
2016-04-17 00:00:00+00:00,36726.37410736084,22834.47412967682,73271.81767654419
2016-04-24 00:00:00+00:00,36794.93575286865,22855.693537712097,73456.31070327759
2016-05-01 00:00:00+00:00,36863.69625091553,22879.956366539,73638.4729347229
2016-05-08 00:00:00+00:00,36932.64274597168,22903.561659812927,73820.09662246704
2016-05-15 00:00:00+00:00,37001.73873138428,22926.847584724426,74000.87271499634
2016-05-22 00:00:00+00:00,37070.38631439209,22949.438408851624,74182.29335403442
2016-05-29 00:00:00+00:00,37139.08374786377,22970.366625785828,74367.90761184692
2016-06-05 00:00:00+00:00,37208.42919921875,22994.15978908539,74553.5571937561
2016-06-12 00:00:00+00:00,37277.89115142822,23018.544730186462,74739.02139663696
2016-06-19 00:00:00+00:00,37347.494552612305,23042.769988059998,74922.29956436157
